NEGERI,PPD,PUSAT,SEMESTER,BIDANG,PAKEJ MATA PELAJARAN
PERAK,KINTA UTARA,SMK RAJA PEREMPUAN,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, PAKN"
PERAK,KINTA UTARA,SMK SAM TET,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK SAM TET,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK SAM TET,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK SAM TET,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, PP"
PERAK,KINTA UTARA,KTE SERI PUTERA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SV"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PAKN, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, MM, PAKN, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SV, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, BT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, MM, PAKN, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,KTE SERI IPOH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SV, PP, SEJ"
PERAK,KINTA UTARA,SMK MENGLEMBU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK MENGLEMBU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK MENGLEMBU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK MENGLEMBU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, PAKN, MM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI KAMPAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, PP"
PERAK,KINTA SELATAN,SMK SERI TEJA,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
PERAK,KINTA SELATAN,SMK SERI TEJA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
PERAK,KINTA SELATAN,SMK SERI TEJA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
PERAK,KINTA SELATAN,SMK SERI TEJA,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
PERAK,KINTA SELATAN,SMK SERI TEJA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
PERAK,KINTA SELATAN,SMK SERI TEJA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ"
PERAK,KINTA SELATAN,SMK SULTAN YUSSUF,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, ICT, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, EKO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, EKO"
PERAK,KINTA SELATAN,SMK SULTAN YUSSUF,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, EKO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, EKO"
PERAK,KINTA SELATAN,SMK SULTAN YUSSUF,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, PP, EKO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, PP, EKO"
